MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Appliances,Small Appliances,Microwave Ovens,,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,,,,Appliance Dealers Cooperative (APPDE),,,,SMD2479JS,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave Oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Cooktops,,PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,PEP9030DTBB,,Appliances & Consumer Electronics>Kitchen Appliances>Cooktops,,,GE® PEP9030DTBB Cooktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,CES700P3MD1,"CES700P3MD1 Cafe 30"" Range Bk - Display",,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",Café™,,CES700P3MD1,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,Café™ CES700P3MD1 Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,PS960YPFS,"PS960YPFS 30"" GE Electric Range SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,PS960YPFS,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,GE® PS960YPFS Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,PB900YVFS,"PB900YVFS Elect 30"" Range SS",,,,Appliance Dealers Cooperative (APPDE),,,,PB900YVFS,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,PCFE3080AF,"PCFE3080AF 30"" Elect Range SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),,,,PCFE3080AF,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,SLER30524SS,"SLER30524SS 30"" Elect Range SS",,,,Appliance Dealers Cooperative (APPDE),,,,SLER30524SS,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,LSEL6333ZE,"LSEL6333ZE LG 30"" Elec Range BS-Display Only",,,,Appliance Dealers Cooperative (APPDE),"LG Electronics U.S.A., Inc.",LG®,,LSEL6333ZE,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,LG® LSEL6333ZE Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,KSES530SBE,"KSES530SBE 30"" Elect Range BO Display Only",,,,Appliance Dealers Cooperative (APPDE),,,,KSES530SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,GCFG3661AF,"GCFG3661AF 36"" Frigidaire Gas Range SS",,,,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,,GCFG3661AF,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,FRIGIDAIRE® GCFG3661AF Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,WSGS7530RZ,"WSGS7530RZ 30"" Gas Range SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),,,,WSGS7530RZ,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Cooktops,,CHP90301TBB,CHP90301TBB Café Cooktop Bk,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",Café™,,CHP90301TBB,,Appliances & Consumer Electronics>Kitchen Appliances>Cooktops,,,Café™ CHP90301TBB Cooktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Small Appliances,Microwave Ovens,,CVM517P3RD1,CVM517P3RD1 Cafe Microwave Bk - Display,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",Café™,,CVM517P3RD1,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,,,Café™ CVM517P3RD1 Microwave Oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave Oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Small Appliances,Microwave Ovens,,PMOS1980AF,PMOS1980AF OTR Microwave SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),,,,PMOS1980AF,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave Oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Small Appliances,Microwave Ovens,,KMMF530PBE,KMMF530PBE OTR Microwave BO Display Only,,,,Appliance Dealers Cooperative (APPDE),,,,KMMF530PBE,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microwave Oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Ranges,,JXGRILL1,JXGRILL1 GE Range Grill,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,JXGRILL1,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,,,GE® JXGRILL1 Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,GDE21EMKES,GDE21EMKES GE 21CF Fridge SL Display Only,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,GDE21EMKES,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,GE® GDE21EMKES Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Freezers,,FCM16SLWW,FCM16SLWW 16CF GE Freezer Chest MH,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,FCM16SLWW,,Appliances & Consumer Electronics>Kitchen Appliances>Freezers,,,GE® FCM16SLWW Freezer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freezer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,GNE27JYMFS,GNE27JYMFS GE Fridge SS,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,GNE27JYMFS,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,GE® GNE27JYMFS Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,CVE28DP3ND1,CVE28DP3ND1 Cafe Fridge Bk,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",Café™,,CVE28DP3ND1,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,Café™ CVE28DP3ND1 Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,GNE25JMKES,GNE25JMKES GE Fridge Slate - Display,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,GNE25JMKES,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,GE® GNE25JMKES Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,PRFS2883AF,"PRFS2883AF 36"" Fridge SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),,,,PRFS2883AF,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,PAD28BYTFS,PAD28BYTFS GE Fridge SS,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,PAD28BYTFS,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,GE® PAD28BYTFS Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,PGE29BYTFS,PGE29BYTFS GE Fridge SS,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,,PGE29BYTFS,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,GE® PGE29BYTFS Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,ERFD19CGCS,ERFD19CGCS Element Fridge SS,,,,Appliance Dealers Cooperative (APPDE),,,,ERFD19CGCS,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,LT18S2100W,LT18S2100W LG Fridge Wh,,,,Appliance Dealers Cooperative (APPDE),"LG Electronics U.S.A., Inc.",LG®,,LT18S2100W,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,LG® LT18S2100W Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Refrigerators,,LT18S2100SS,LT18S2100S 18CF LG Fridge SS,,,,Appliance Dealers Cooperative (APPDE),"LG Electronics U.S.A., Inc.",LG®,,LT18S2100SS,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,,,LG® LT18S2100SS Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Freezers,,EUF17CDBW,EUF17CDBW Element 17CF Freezer - Upright,,,,Appliance Dealers Cooperative (APPDE),,,,EUF17CDBW,,Appliances & Consumer Electronics>Kitchen Appliances>Freezers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freezer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
